Дата,Tx,Tn,T,RRR,U,P,Po,Ff
2017-09-28,8.6,3.9,6.325,0.0,69.5,781.775,762.65,1.25
2017-09-29,7.8,4.9,6.1625,0.0,74.0,777.525,758.3625,1.875
2017-09-30,9.3,5.5,7.2,0.0,81.5,772.025,753.1625,2.125
2017-10-01,6.3,4.0,5.3625,0.0,75.375,773.15,754.2625,1.75
2017-10-02,4.8,3.0,3.5,0.0,78.375,775.35,756.05,1.0
2017-10-03,5.3,2.8,3.9875,0.0,74.875,773.7,754.45,1.75
2017-10-04,11.3,0.4,5.3,1.3,66.375,767.0,748.1750000000001,4.125
2017-10-05,10.0,7.0,8.4625,14.2,87.875,754.7375,736.325,4.125
2017-10-06,10.6,5.6,7.9,23.0,91.625,747.4875,729.2625,2.375
2017-10-07,11.5,6.2,8.2625,3.3,83.0,756.475,738.05,3.125
2017-10-08,14.3,0.6,7.475,0.0,81.875,762.9125,744.225,1.875
2017-10-09,15.1,9.4,12.0875,10.0,82.5,756.075,737.95,3.75
2017-10-10,10.2,4.9,8.1,0.6,78.5,759.2375,740.675,2.625
2017-10-11,10.1,3.6,6.9750000000000005,0.0,77.375,761.225,742.6375,3.375
2017-10-12,10.0,6.4,7.875,2.6,86.125,757.8625,739.3,2.375
2017-10-13,12.4,7.7,9.2375,9.6,87.875,754.1,735.7875,2.875
2017-10-14,8.5,7.2,6.9,14.5,87.75,753.85,735.425,3.75
2017-10-15,7.3,3.3,4.8875,17.0,87.75,753.5125,734.9625,3.0
2017-10-16,6.1,3.9,4.4875,0.8,76.75,759.9,741.0625,3.25
2017-10-17,13.0,2.3,7.3625,1.1,81.375,760.65,741.9875,2.125
2017-10-18,13.1,3.6,9.5875,0.0,81.125,758.0375,739.6875,3.5
2017-10-19,10.4,4.6,8.2125,0.6,67.875,760.55,741.975,2.375
2017-10-20,8.2,-0.5,3.5,0.0,77.875,766.1,747.025,1.625
2017-10-21,4.2,-1.5,0.6499999999999999,0.0,86.625,765.4875,746.25,1.25
2017-10-22,2.4,-2.7,-0.8,0.0,80.75,764.6625,745.4125,1.25
2017-10-23,3.9,-4.5,-1.125,0.0,78.625,766.1,746.725,1.375
2017-10-24,2.3,-4.3,-1.375,0.0,77.75,773.3875,753.95,1.125
2017-10-25,1.4,-1.7,-0.625,0.0,64.375,775.5625,755.9625,1.25
2017-10-26,0.1,-3.0,-1.425,5.0,85.75,766.1875,746.85,2.375
2017-10-27,1.5,-0.9,0.1875,7.6,95.25,755.075,736.2375,1.625
2017-10-28,5.7,0.2,2.4,7.4,88.5,753.5625,734.725,1.125
2017-10-29,5.7,3.3,4.6125,0.0,88.0,743.1125,724.7375,3.25
2017-10-30,6.1,4.7,5.3,13.0,90.75,737.8125,719.6875,3.125
2017-10-31,3.5,2.9,2.375,14.6,93.25,735.25,716.975,3.375
2017-11-01,1.0,0.3,-0.16250000000000003,8.4,77.0,748.4625,729.6,3.875
2017-11-02,1.6,-6.3,-3.225,0.0,85.875,753.8375,734.6125000000001,2.0
2017-11-03,-0.5,-7.6,-2.925,0.0,94.25,755.75,736.525,1.125
2017-11-04,1.3,-0.9,0.012499999999999997,0.8,90.375,763.0125,743.8,1.75
2017-11-05,3.7,-0.4,1.775,0.0,87.5,768.55,749.3,2.125
2017-11-06,6.0,1.9,2.975,0.0,83.375,771.35,752.125,1.875
2017-11-07,3.3,-1.4,1.575,0.0,87.625,772.3,753.0375,2.625
2017-11-08,6.6,-0.8,1.5,0.0,88.375,774.6375,755.2,1.25
2017-11-09,5.7,-6.1,-1.225,0.0,88.125,773.7875,754.2,0.75
2017-11-10,2.8,-2.0,1.425,0.8,87.875,766.675,747.525,3.125
2017-11-11,4.9,2.3,3.6375,2.0,91.375,760.9,741.9875,3.5
2017-11-12,5.1,2.8,3.15,16.0,90.875,755.6,736.8125,3.125
2017-11-13,1.3,-2.2,-0.1875,0.0,95.25,760.4375,741.375,1.375
2017-11-14,6.9,0.9,2.75,21.6,91.75,758.0125,739.1125,3.25
2017-11-15,3.2,0.2,1.125,0.0,80.0,766.0125,746.7375,2.5
2017-11-16,5.3,0.3,2.5625,1.4,83.5,764.0375,745.0125,4.25
2017-11-17,1.0,-1.7,0.2375,0.0,84.25,767.8875,748.525,2.875
2017-11-18,3.0,-0.2,1.8125,0.0,81.0,764.675,745.525,2.75
2017-11-19,1.4,0.5,0.9375,5.7,93.5,759.25,740.2,2.5
2017-11-20,2.1,0.3,0.9375,4.4,90.125,758.625,739.5375,1.25
2017-11-21,0.1,-1.2,-0.5125,16.0,93.5,754.9875,735.925,2.375
2017-11-22,-0.6,-0.7,-0.8125,0.0,85.125,756.025,736.9625,3.125
2017-11-23,-2.6,-2.9,-2.65,0.0,75.75,761.7875,742.45,3.75
2017-11-24,-3.7,-4.8,-4.2,0.0,84.25,768.6,748.8875,1.5
2017-11-25,-4.7,-6.5,-5.275,0.0,87.625,768.15,748.375,1.75
2017-11-26,-5.1,-7.1,-5.8875,0.0,93.75,770.0375,750.2875,3.125
2017-11-27,-3.6,-6.0,-5.4375,0.0,87.125,771.4875,751.6999999999999,3.25
2017-11-28,-4.2,-5.8,-4.9,0.0,87.25,770.5625,750.8625,3.375
2017-11-29,-3.5,-10.4,-6.2875,0.0,89.875,769.9125,750.0875,3.5
2017-11-30,-2.0,-4.0,-2.8125,0.6,90.625,769.875,750.275,3.5
2017-12-01,1.4,-2.3,-0.325,12.0,93.5,767.7875,748.425,4.75
2017-12-02,1.8,0.7,1.3125,12.0,95.375,766.5375,747.325,2.375
2017-12-03,0.8,-0.1,0.1875,9.6,97.75,766.75,747.4375,2.625
2017-12-04,3.8,-0.4,0.9875,10.7,94.5,757.5625,738.6125,3.125
2017-12-05,-1.1,-2.4,-1.5625,1.5,83.25,757.9875,738.7125,2.375
2017-12-06,-1.9,-3.2,-2.6125,5.3,90.125,754.8375,735.6125,2.125
2017-12-07,-3.5,-3.9,-3.5625,5.2,87.125,754.4125,735.1625,2.625
2017-12-08,-3.6,-7.6,-5.05,0.0,82.75,760.975,741.4375,1.625
2017-12-09,0.9,-4.4,-0.6625,0.8,92.0,760.15,740.95,2.5
2017-12-10,2.0,-1.0,0.36250000000000004,0.0,94.5,758.2375,739.1875,2.875
2017-12-11,2.4,0.9,1.4625,7.0,90.75,754.9250000000001,736.025,3.25
2017-12-12,1.7,-1.1,0.32499999999999996,1.5,91.0,760.375,741.3,2.125
2017-12-13,3.6,1.2,2.825,0.3,94.75,759.2,740.3875,2.25
2017-12-14,1.8,-0.1,0.45,25.0,97.75,758.0,738.8875,3.0
2017-12-15,2.8,0.9,2.3,11.0,92.75,757.875,738.95,2.0
2017-12-16,7.3,2.1,4.375,5.1,93.125,758.25,739.525,3.625
2017-12-17,7.4,5.8,5.2375,13.0,87.0,757.9625,739.3375,3.75
2017-12-18,0.0,0.1,0.2375,17.0,92.875,765.05,745.7625,2.875
2017-12-19,1.5,-0.4,0.6125,12.2,95.125,762.9125,743.6875,1.75
2017-12-20,0.6,-0.2,0.0625,0.0,81.125,770.7875,751.3625,1.0
2017-12-21,-0.3,-1.3,-1.0875,2.1,90.25,771.5375,752.0375,1.0
2017-12-22,-3.0,-3.8,-3.45,0.7,87.5,763.9625,744.4625,1.75
2017-12-23,-3.9,-6.0,-4.475,0.8,89.625,758.3375,738.9375,2.125
2017-12-24,-0.8,-4.1,-2.4875,8.2,88.375,742.8875,723.975,3.875
2017-12-25,-1.9,-2.3,-2.525,0.8,71.75,748.3375,729.2875,4.25
2017-12-26,3.1,-8.2,-1.6,2.2,87.0,756.7625,737.6625,3.125
2017-12-27,1.8,1.1,1.6125,0.0,91.5,755.3125,736.4375,2.875
2017-12-28,1.1,0.7,0.8125,0.0,93.25,759.0375,739.9499999999999,1.875
2017-12-29,3.9,0.4,2.6375,0.0,96.0,763.975,744.9375,2.875
2017-12-30,1.8,1.1,1.675,0.4,92.625,762.25,743.1875,3.75
2017-12-31,2.5,1.0,1.4625,4.0,95.75,760.05,741.0625,2.0
2018-01-01,2.0,0.4,1.0625,0.0,88.875,761.5375,742.475,1.875
2018-01-02,2.3,1.6,1.9375,0.0,80.0,762.425,743.3,3.875
2018-01-03,3.4,1.1,2.175,0.6,90.0,763.15,744.025,3.125
2018-01-04,0.0,0.0,0.04999999999999999,0.0,83.5,760.7125,741.5125,3.75
2018-01-05,-1.2,-3.1,-2.0875,7.3,90.875,760.175,740.8,2.5
2018-01-06,1.6,-1.6,0.30000000000000004,2.0,93.75,759.8,740.65,3.625
2018-01-07,4.1,1.3,1.925,1.8,87.25,760.8875,741.875,3.875
2018-01-08,-1.5,-5.1,-3.1125,0.0,69.5,765.3875,745.9,4.625
2018-01-09,-2.3,-3.7,-3.4625,0.0,66.125,767.4,747.825,3.875
2018-01-10,-1.5,-5.7,-3.825,0.0,78.625,769.25,749.6625,1.625
2018-01-11,-1.3,-7.3,-3.8,1.4,92.125,767.675,748.0625,1.5
2018-01-12,-5.8,-8.0,-6.9125,0.6,81.125,776.9125,756.8,2.25
2018-01-13,-7.4,-8.8,-8.175,1.2,82.625,783.2875,762.9875,1.375
2018-01-14,-7.9,-10.3,-9.4125,1.7999999999999998,83.125,781.55,761.1625,1.0
2018-01-15,-5.3,-9.6,-7.375,1.6,89.375,778.675,758.475,1.25
2018-01-16,-8.4,-10.8,-9.2375,0.4,83.875,773.175,753.0,2.75
2018-01-17,-5.6,-9.5,-7.3374999999999995,0.3,83.125,762.675,743.0,3.875
2018-01-18,-3.8,-8.9,-6.475,13.0,88.625,757.5625,738.0125,3.5
2018-01-19,-7.5,-11.4,-7.8625,0.2,70.375,760.7125,740.9875,3.875
2018-01-20,-5.6,-10.1,-8.4125,12.0,85.125,758.8875,739.2125,2.625
2018-01-21,-2.0,-7.0,-2.925,0.2,84.25,757.1875,738.05,1.75
2018-01-22,-4.8,-8.6,-7.1125,0.0,83.125,762.65,743.0875,2.375
2018-01-23,-10.8,-17.5,-13.8375,0.0,88.375,769.85,749.3625,0.75
2018-01-24,-6.8,-13.2,-9.4875,0.0,88.875,773.575,753.475,1.5
2018-01-25,-8.7,-15.7,-12.2875,0.0,87.125,775.6375,755.3125,2.5
2018-01-26,-5.9,-12.5,-9.9625,0.0,74.125,777.35,757.1375,3.25
2018-01-27,-7.9,-12.0,-8.85,0.0,83.25,778.3875,758.2875,3.25
2018-01-28,-7.8,-9.1,-8.5125,2.8,82.875,773.75,753.6625,4.25
2018-01-29,-5.4,-8.9,-6.7875,14.0,85.375,761.2125,741.6375,3.25
2018-01-30,0.5,-5.7,-1.2000000000000002,18.0,93.625,750.675,731.8125,3.375
2018-01-31,0.0,-0.1,-2.15,11.0,92.375,749.2875,730.35,3.375
2018-02-01,-8.0,-13.9,-9.7125,0.2,84.375,762.65,742.7125,2.375
2018-02-02,-2.0,-10.4,-5.025,0.3,89.375,760.75,741.3,2.875
2018-02-03,1.8,-2.6,0.475,0.3,92.625,756.8,737.95,3.375
2018-02-04,0.4,-0.3,-1.45,39.0,95.0,749.1875,730.3375,1.625
2018-02-05,-10.1,-13.2,-11.925,2.9,79.57142857142857,756.325,736.45,2.25
2018-02-06,-9.8,-16.0,-12.9375,0.4,80.75,767.7875,747.5625,2.625
2018-02-07,-5.9,-15.9,-11.15,0.0,79.375,774.9,754.6625,1.875
2018-02-08,-5.0,-18.7,-9.7,0.0,87.875,775.2,755.0625,2.375
2018-02-09,-3.7,-7.6,-5.8125,0.0,81.875,769.15,749.3875,3.875
2018-02-10,-5.7,-6.9,-5.925,1.2,79.0,767.4625,747.7625,2.75
2018-02-11,-4.4,-6.3,-4.7625,9.8,88.625,765.775,746.2875,2.75
2018-02-12,-4.4,-7.7,-6.125,0.5,63.625,766.475,746.9,2.125
2018-02-13,-6.4,-14.4,-10.1875,0.0,78.75,769.6,749.45,2.125
2018-02-14,-7.6,-13.2,-10.4875,0.8999999999999999,83.25,772.0625,751.9,2.0
2018-02-15,-6.7,-10.4,-8.3125,0.7,83.5,775.475,755.475,1.75
2018-02-16,-2.8,-7.5,-5.425,2.0,87.375,775.0375,755.2875,2.25
2018-02-17,-3.9,-5.8,-5.05,3.7,87.0,770.3375,750.575,2.875
2018-02-18,-1.6,-6.7,-4.475,6.6,87.375,765.2625,745.7125,1.75
2018-02-19,-0.7,-3.4,-2.7875,3.5,86.875,762.875,743.5625,1.25
2018-02-20,-5.3,-9.7,-7.375,2.4000000000000004,85.375,764.825,745.15,1.875
2018-02-21,-7.7,-16.7,-12.2875,0.0,82.25,768.425,748.1625,2.0
2018-02-22,-7.8,-22.5,-15.4625,0.0,77.625,771.5625,751.0,0.875
2018-02-23,-8.5,-20.4,-15.0125,0.0,77.0,771.5625,751.1125,0.625
2018-02-24,-9.0,-25.3,-17.0875,0.0,76.375,770.8875,750.1,0.875
2018-02-25,-10.9,-17.9,-14.4875,0.0,76.0,769.65,749.25,1.625
2018-02-26,-11.6,-25.1,-19.3125,0.0,76.0,770.3875,749.6125,0.5
2018-02-27,-12.5,-26.4,-19.325,0.0,73.5,775.1999999999999,754.175,1.125
2018-02-28,-14.7,-18.8,-16.8,0.0,70.625,776.125,755.3625,4.5
2018-03-01,-11.0,-16.7,-14.15,0.0,62.375,772.975,752.55,3.875
2018-03-02,-7.7,-11.9,-10.025,0.0,74.5,767.8375,747.875,2.125
2018-03-03,-10.1,-16.6,-12.6125,2.4,85.5,760.7,740.6125,2.0
2018-03-04,-6.3,-10.9,-9.4375,31.0,84.75,745.75,726.35,2.75
2018-03-05,-6.3,-13.7,-10.375,2.0,76.625,751.225,731.6875,3.125
2018-03-06,-6.7,-19.7,-12.05,0.0,72.75,763.5125,743.525,1.375
2018-03-07,-2.9,-9.7,-6.55,1.8,71.375,760.075,740.4375,3.125
2018-03-08,-3.5,-8.6,-6.1,0.0,72.75,758.0875,738.65,2.375
2018-03-09,-4.3,-12.2,-7.6,0.0,69.5,762.25,742.65,2.125
2018-03-10,-6.3,-7.8,-7.175,12.0,83.625,763.275,743.6625,2.5
2018-03-11,-4.4,-9.1,-7.1625,4.3,79.875,766.9250000000001,747.1125,2.0
2018-03-12,-4.3,-7.7,-5.9625,2.4,80.875,767.5625,747.8375,2.875
2018-03-13,-0.1,-5.5,-3.5999999999999996,1.2,70.5,764.1375,744.7,4.0
2018-03-14,-1.5,-8.6,-5.525,0.0,63.75,760.225,740.8000000000001,3.5
2018-03-15,-1.1,-6.3,-4.1625,8.4,83.375,754.7625,735.45,1.625
2018-03-16,-4.8,-10.4,-7.5,0.0,60.75,759.9375,740.3125,2.25
2018-03-17,,-20.5,-14.8625,0.0,68.125,763.775,743.5625,1.75
2018-03-18,-6.6,-19.8,-12.85,0.0,54.375,765.0375,744.825,1.875
2018-03-19,-5.6,-15.9,-10.775,0.0,51.875,763.7375,743.6875,2.625
2018-03-20,1.9,-13.9,-6.5625,0.0,48.0,760.575,740.9,1.75
2018-03-21,-4.1,-7.6,-5.6,4.0,71.5,757.45,737.9875,1.625
2018-03-22,-0.1,-5.0,-2.825,3.0,79.25,756.9125,737.6,2.0
2018-03-23,1.4,-7.6,-3.0125,0.8,73.5,754.1875,734.9375,3.875
2018-03-24,0.1,-3.5,-2.4125,0.8,78.5,755.1125,735.8875,1.75
2018-03-25,3.7,-13.6,-3.4625,0.0,68.375,759.5,740.1125,2.5
2018-03-26,4.3,-3.9,0.5125,0.0,59.375,758.4875000000001,739.3875,3.875
2018-03-27,3.8,-1.6,-0.375,0.8,73.0,756.2,737.0375,2.75
2018-03-28,-0.8,-9.0,-4.5125,0.0,48.0,760.2875,740.7875,2.375
2018-03-29,0.4,-16.0,-6.637499999999999,0.0,51.375,765.6125,745.8625,0.875
2018-03-30,-1.8,-15.2,-6.3,0.0,53.875,767.825,748.0125,1.625
2018-03-31,2.0,-3.8,-0.5625,2.0,88.625,763.1,743.7875,1.75
2018-04-01,2.4,0.4,1.3625,0.0,94.0,759.575,740.5625,1.5
2018-04-02,4.7,2.0,3.1875,0.0,83.625,754.7125,736.025,3.875
2018-04-03,4.4,1.0,1.8125,4.0,81.625,757.7,738.8125,2.25
2018-04-04,5.9,-4.4,0.7875,0.0,75.5,765.05,745.8375,1.375
2018-04-05,7.8,0.4,4.0625,0.0,74.0,765.3125,746.3,1.875
2018-04-06,12.4,1.4,6.7250000000000005,0.0,68.5,762.7625,744.1,2.625
2018-04-07,8.8,1.6,5.25,0.6,62.125,764.3375,745.4875,3.5
2018-04-08,11.1,-2.2,4.9375,0.0,52.625,771.5,752.35,2.5
2018-04-09,16.7,1.3,9.3625,0.0,54.125,768.2875,749.525,3.125
2018-04-10,19.6,6.4,12.975,0.0,47.0,761.6875,743.4125,3.5
2018-04-11,11.0,1.6,4.5375,0.0,66.5,764.8625,745.6,3.25
2018-04-12,9.4,-3.7,3.1625,0.0,45.875,771.25,752.0,1.25
2018-04-13,12.8,-3.9,4.675,0.0,48.375,768.975,749.9875,1.875
2018-04-14,10.9,-1.2,5.75,0.0,44.5,773.2,754.2,1.25
2018-04-15,16.2,-2.1,7.95,0.0,48.125,769.5125,750.65,1.625
2018-04-16,20.4,1.9,11.975,0.0,50.875,764.6875,746.3375,1.5
2018-04-17,22.0,6.4,14.4625,0.0,55.0,762.1875,744.025,1.125
2018-04-18,10.2,8.4,9.625,26.0,79.0,758.0625,739.775,2.125
2018-04-19,12.6,5.3,7.925,18.5,79.375,753.0375,734.725,4.0
2018-04-20,15.2,6.1,10.3,0.0,45.875,758.775,740.4375,3.875
2018-04-21,20.6,5.9,12.033333333333333,5.6,56.833333333333336,750.925,732.8125,3.7142857142857144
2018-04-22,8.5,4.8,6.275,5.0,56.75,749.425,731.0,5.625
2018-04-23,8.8,-0.4,3.8375,0.0,44.625,758.9125,740.1375,2.875
2018-04-24,12.3,-2.8,5.7375,0.0,43.25,760.025,741.325,2.0
2018-04-25,15.3,6.8,10.5,2.1,57.625,755.4625,737.275,2.0
2018-04-26,17.1,8.3,10.975,5.5,73.5,752.075,733.9625,3.625
2018-04-27,16.4,3.6,10.1875,0.0,52.5,759.0875,740.7625,1.75
2018-04-28,15.2,5.1,10.5125,1.2,56.625,761.6125,743.2375,2.5
2018-04-29,19.0,4.2,12.1125,0.0,44.0,764.775,746.4125,2.0
2018-04-30,22.4,11.3,16.0,27.0,64.0,761.0125,743.025,2.5
2018-05-01,26.7,10.9,19.5875,3.0,53.25,760.0375,742.2625,3.0
2018-05-02,29.0,13.8,21.6625,0.0,37.375,761.025,743.4,2.5
2018-05-03,28.6,13.7,21.5375,0.0,46.375,762.475,744.7375,1.125
2018-05-04,22.6,13.3,16.9875,2.0,58.75,765.6125,747.5375,1.625
2018-05-05,27.6,11.9,19.525,0.0,45.5,763.975,746.0875,2.375
2018-05-06,22.2,14.0,16.9125,27.0,76.75,763.0,745.0375,2.0
2018-05-07,18.1,12.3,14.875,4.0,72.75,764.775,746.6125,2.75
2018-05-08,23.9,7.5,16.0375,0.0,57.0,762.6125,744.5875,1.0
2018-05-09,21.3,7.7,15.025,0.0,57.125,761.4625,743.3125,1.875
2018-05-10,14.6,5.4,10.5125,0.0,47.875,766.275,747.7375,3.0
2018-05-11,18.0,3.3,11.625,0.0,42.25,766.8625,748.4375,2.75
2018-05-12,22.7,11.1,16.2375,0.0,42.375,762.675,744.65,2.625
2018-05-13,21.5,7.8,15.137500000000001,0.0,56.125,766.175,747.8875,1.375
2018-05-14,25.6,8.6,17.9125,0.0,56.375,766.1875,748.1,1.0
2018-05-15,20.3,14.0,16.6375,6.0,72.75,765.425,747.3625,1.75
2018-05-16,24.0,8.3,16.7875,0.0,64.75,764.75,746.6375,0.5
2018-05-17,26.5,11.2,19.175,4.0,60.875,761.2375,743.325,1.875
2018-05-18,26.0,12.8,17.525,54.0,75.625,756.7625,738.95,1.75
2018-05-19,21.6,13.2,15.7375,16.0,81.25,754.8125,736.9375,2.875
2018-05-20,13.5,10.6,12.1,1.0,85.875,762.4,744.0375,1.5
2018-05-21,18.5,8.0,13.425,1.0,58.25,768.125,749.725,3.25
2018-05-22,20.2,9.9,15.2,8.0,67.625,769.15,750.825,1.75
2018-05-23,24.6,9.3,17.625,0.0,70.75,767.4625,749.3875,1.125
2018-05-24,23.5,11.3,17.9125,0.0,67.25,764.675,746.6875,1.875
2018-05-25,18.9,12.8,15.424999999999999,0.0,58.75,767.3125,749.0125,3.125
2018-05-26,19.3,6.7,13.475,0.0,46.375,774.1625,755.55,1.875
2018-05-27,21.9,5.1,14.8625,0.0,53.25,771.3875,752.9,2.25
2018-05-28,20.3,11.3,16.025,0.0,46.0,769.85,751.4875,2.375
2018-05-29,21.3,5.1,14.5375,0.0,49.5,772.15,753.65,1.75
2018-05-30,26.2,11.3,19.1375,0.0,47.125,760.35,742.4625,3.75
2018-05-31,15.0,10.4,12.775,0.0,51.25,760.0625,741.75,3.5
2018-06-01,15.2,3.3,9.425,0.0,45.75,765.7,747.0,2.375
2018-06-02,22.1,4.3,14.35,0.0,53.5,762.125,743.8125,2.875
2018-06-03,25.2,11.7,18.05,0.0,55.5,756.3125,738.4,2.25
2018-06-04,24.8,13.4,19.375,0.0,56.75,751.2,733.4875000000001,3.375
2018-06-05,19.0,13.6,14.6875,0.0,62.0,747.2375,729.3625,3.0
2018-06-06,14.5,4.7,8.9,1.0,71.875,756.6875,738.1750000000001,2.625
2018-06-07,16.3,3.9,10.6875,0.0,61.125,765.3375,746.7625,2.25
2018-06-08,20.1,7.6,12.987499999999999,2.3,63.625,762.2125,743.875,3.625
2018-06-09,15.0,8.1,11.3625,11.0,63.625,760.975,742.55,2.375
2018-06-10,15.7,3.8,10.2,0.0,68.125,761.4,742.9,1.5
2018-06-11,20.9,5.0,13.5625,0.0,63.125,759.9250000000001,741.6375,1.375
2018-06-12,24.5,11.1,18.2,3.3,57.0,754.2125,736.35,2.75
2018-06-13,21.9,12.5,17.6,3.0,71.5,752.475,734.6625,1.75
2018-06-14,19.5,12.8,15.925,0.0,62.875,760.2,742.0875,2.375
2018-06-15,18.4,10.7,14.35,0.0,52.75,763.75,745.4375,2.0
2018-06-16,22.9,7.9,16.0375,0.0,49.5,765.225,746.975,1.625
2018-06-17,25.4,8.5,18.575,0.0,51.625,764.55,746.4875,0.625
2018-06-18,27.3,9.4,19.9,0.0,52.0,762.6875,744.75,0.375
2018-06-19,27.4,11.6,20.1125,0.0,65.5,760.425,742.55,1.25
2018-06-20,22.9,16.6,19.75,1.7000000000000002,54.875,758.2875,740.4625,3.25
2018-06-21,25.9,11.7,19.45,0.0,52.375,759.85,741.95,2.75
2018-06-22,30.3,12.2,22.7125,0.0,52.25,758.25,740.5875,2.25
2018-06-23,32.4,16.5,25.2625,0.0,48.25,756.6125,739.1625,2.0
2018-06-24,26.1,20.0,20.95,5.0,61.625,756.325,738.625,2.25
2018-06-25,21.8,10.0,16.05,0.3,68.25,763.7875,745.5875,1.875
2018-06-26,25.7,9.3,18.35,0.0,59.75,767.2,749.075,0.875
2018-06-27,26.7,12.2,20.3125,0.0,52.5,767.5125,749.475,1.625
2018-06-28,27.4,11.9,21.225,0.0,48.375,765.6,747.6625,1.75
2018-06-29,27.9,12.9,21.7875,0.0,50.875,758.375,740.6375,1.5
2018-06-30,29.2,18.0,23.1125,2.0,58.125,751.8625,734.4375,2.25
2018-07-01,27.1,17.3,21.0625,6.3,75.0,752.625,735.0375,2.625
2018-07-02,22.2,13.3,17.475,0.0,56.0,759.6,741.6,4.0
2018-07-03,19.5,13.0,16.125,0.0,57.375,760.625,742.5125,3.625
2018-07-04,18.5,13.7,15.137500000000001,8.0,74.125,756.5,738.425,3.5
2018-07-05,21.8,12.2,16.35,5.0,72.375,754.85,736.9375,3.0
2018-07-06,24.8,13.7,19.175,6.8,67.125,754.0125,736.275,2.125
2018-07-07,23.9,13.5,19.325,0.6,67.375,753.275,735.55,2.125
2018-07-08,22.5,14.7,17.7625,4.0,75.875,752.8125,735.0375,2.125
2018-07-09,23.7,12.5,17.875,0.0,73.0,756.2875,738.4125,2.375
2018-07-10,24.9,12.5,18.7,0.0,70.25,760.5375,742.6,1.75
2018-07-11,25.4,12.6,19.55,0.0,72.25,761.6625,743.7375,1.375
2018-07-12,26.4,14.8,21.475,0.0,64.125,760.4375,742.6625,1.0
2018-07-13,28.2,13.4,21.375,0.0,59.875,758.8125,741.0375,0.5
2018-07-14,26.0,16.6,19.9875,3.3,75.375,756.4375,738.7,1.375
2018-07-15,28.9,16.0,22.0875,0.0,67.125,755.475,737.875,1.625
2018-07-16,28.6,17.8,21.375,22.0,76.75,755.0875,737.4625,2.0
2018-07-17,29.4,19.6,22.3875,32.0,75.625,752.7125,735.2125,2.875
2018-07-18,22.6,18.1,19.9375,1.0,84.625,750.525,732.95,2.5
2018-07-19,22.4,18.3,20.25,28.5,89.25,749.5875,732.1375,2.125
2018-07-20,26.0,17.9,21.5,8.1,86.25,751.5875,734.175,1.5
2018-07-21,25.3,18.7,20.275,75.0,89.625,754.375,736.725,1.125
2018-07-22,24.6,18.7,21.075,0.3,84.5,755.4,737.775,2.25
2018-07-23,18.8,17.3,17.8375,1.8,89.5,756.9,739.0125,2.0
2018-07-24,23.9,16.0,18.6,0.0,84.0,758.875,740.975,2.625
2018-07-25,19.2,15.3,17.125,5.6,91.375,760.875,742.9125,1.375
2018-07-26,28.2,17.2,21.5875,0.0,74.75,762.9125,745.1125,1.5
2018-07-27,27.6,20.7,23.3375,0.0,65.0,764.15,746.425,1.5
2018-07-28,29.3,21.1,24.9375,0.0,64.125,764.35,746.75,1.625
2018-07-29,27.1,18.0,22.5,0.0,72.125,764.7375,746.95,2.75
2018-07-30,23.4,14.9,19.2875,0.0,68.0,766.8875,748.825,2.5
2018-07-31,25.2,13.9,19.725,0.0,60.625,768.1625,750.0875,2.125
2018-08-01,27.3,11.2,20.375,0.0,62.5,767.925,749.9,1.125
2018-08-02,28.5,13.4,21.7625,0.0,62.75,766.1,748.2125,0.75
2018-08-03,29.1,15.3,22.55,0.0,63.125,762.4875,744.75,1.125
2018-08-04,29.8,15.7,22.9125,0.0,65.5,758.4375,740.85,1.25
2018-08-05,28.5,17.2,22.9125,0.1,65.125,756.6125,739.05,1.875
2018-08-06,27.7,15.8,21.6375,0.1,64.0,756.525,738.85,2.25
2018-08-07,24.6,15.2,18.4,8.0,79.125,757.7875,739.9125,1.875
2018-08-08,22.6,12.1,17.1125,0.6,66.0,762.675,744.575,2.0
2018-08-09,23.8,8.8,16.6,0.0,63.625,769.0,750.7,1.25
2018-08-10,26.6,9.8,18.525,0.0,64.125,771.1875,752.975,1.0
2018-08-11,27.2,11.8,19.8625,0.0,60.25,768.6375,750.575,1.875
2018-08-12,27.3,11.0,19.925,0.0,62.25,762.575,744.65,1.75
2018-08-13,22.8,13.2,18.3125,0.0,61.875,760.2625,742.2875,2.5
2018-08-14,24.3,13.9,18.5625,0.2,63.375,761.45,743.475,1.75
2018-08-15,30.7,12.9,20.962500000000002,0.0,63.25,760.1375,742.35,2.0
2018-08-16,25.2,16.7,20.3,0.8,73.75,761.8125,743.9375,1.875
2018-08-17,23.5,13.1,18.1,0.0,66.75,766.625,748.5,2.0
2018-08-18,24.7,10.5,17.9125,0.0,60.625,767.7125,749.4375,1.0
2018-08-19,26.7,9.6,18.675,0.0,59.125,766.0375,747.9375,1.75
2018-08-20,27.4,13.7,20.474999999999998,0.0,60.125,762.275,744.4,1.875
2018-08-21,27.4,15.4,19.3875,14.0,74.0,757.525,739.725,2.25
2018-08-22,20.0,10.1,15.3125,0.0,61.0,761.5875,743.3625,3.0
2018-08-23,20.5,6.2,12.925,0.0,64.875,767.525,749.0375,1.5
2018-08-24,23.6,5.8,14.987499999999999,0.0,63.375,766.15,747.825,1.375
2018-08-25,26.4,7.7,17.2875,0.0,59.125,763.3875,745.2375,1.0
