Дата,Tx,Tn,T,RRR,U,P,Po,Ff
2020-07-30,24.4,17.1,20.35,4.0,71.25,759.425,741.6125,2.625
2020-07-31,21.8,10.9,16.4375,0.0,70.875,757.1875,739.175,2.25
2020-08-01,20.7,11.7,15.575,12.0,77.75,753.65,735.6875,1.0
2020-08-02,18.8,10.0,13.6875,10.0,90.0,756.3875,738.225,1.125
2020-08-03,23.0,8.4,15.5625,0.0,73.5,762.1875,743.975,1.25
2020-08-04,25.7,9.0,17.7875,0.0,68.75,764.425,746.3375,0.875
2020-08-05,27.2,11.0,19.7375,0.0,66.125,765.175,747.175,0.875
2020-08-06,28.2,11.6,21.0,0.0,69.5,766.35,748.4,0.625
2020-08-07,25.0,16.5,20.6875,0.0,65.125,767.75,749.7625,2.5
2020-08-08,25.2,12.2,19.7375,0.0,67.25,766.2125,748.175,1.75
2020-08-09,25.4,13.2,19.675,0.0,72.25,762.375,744.4875,1.625
2020-08-10,25.2,12.3,19.7,0.0,64.875,761.5625,743.65,1.25
2020-08-11,22.8,14.3,18.1625,0.0,77.125,759.875,741.9125,2.0
2020-08-12,19.8,8.7,14.0125,0.0,79.0,759.7875,741.575,1.75
2020-08-13,14.1,12.1,12.9875,2.7,92.0,759.3375,741.0375,2.125
2020-08-14,16.7,11.7,13.575,4.6,78.875,761.225,742.9125,2.25
2020-08-15,19.9,6.6,13.7875,0.0,73.5,763.0125,744.6875,1.5
2020-08-16,23.0,12.2,16.9125,1.0,77.375,760.25,742.2125,1.25
2020-08-17,24.5,14.9,18.525,12.7,87.0,757.7625,739.9125,2.0
2020-08-18,23.7,12.4,18.475,0.3,68.875,758.4,740.475,0.875
2020-08-19,21.8,7.6,15.3,0.0,69.875,759.4375,741.275,1.375
2020-08-20,21.7,11.3,16.05,0.0,64.125,761.3375,743.2,1.125
2020-08-21,21.6,6.6,14.75,0.0,68.375,764.0125,745.7125,1.0
2020-08-22,24.0,7.1,15.7875,0.0,73.0,764.7375,746.4875,1.125
2020-08-23,24.8,9.1,16.9375,0.0,72.875,762.8375,744.725,0.875
2020-08-24,25.3,9.5,17.275,0.3,75.375,759.5625,741.5375,1.375
2020-08-25,23.0,16.2,18.475,1.9,88.375,760.25,742.3375,1.375
2020-08-26,20.1,16.4,17.2125,0.0,80.125,755.55,737.6625,3.125
2020-08-27,23.6,8.2,15.925,0.0,75.125,755.8375,737.825,1.25
2020-08-28,20.5,12.4,16.3125,8.3,86.375,753.4,735.4875,1.25
2020-08-29,19.6,11.0,14.4125,0.6,85.0,760.2625,742.0625,1.625
2020-08-30,29.8,10.2,20.0,0.0,66.375,761.95,744.025,2.375
2020-08-31,31.3,15.8,24.0625,0.0,47.5,759.4375,741.8625,2.75
2020-09-01,27.4,16.1,21.5375,0.0,57.375,759.7625,742.0125,2.25
2020-09-02,21.3,12.7,16.5125,0.0,70.125,767.9875,749.725,2.75
2020-09-03,25.0,11.9,18.35,0.0,58.625,769.8,751.6125,2.125
2020-09-04,26.0,14.1,19.0,0.0,39.5,767.6,749.475,2.375
2020-09-05,22.4,13.8,17.4625,0.0,45.875,765.3125,747.1375,1.75
2020-09-06,26.7,13.0,19.2125,0.0,48.625,763.8875,745.875,1.375
2020-09-07,27.3,10.4,18.65,0.0,57.25,764.05,746.0,0.875
2020-09-08,17.7,15.2,14.475,36.0,64.375,761.9,743.65,2.375
2020-09-09,16.1,9.2,12.075,25.0,88.5,758.6625,740.35,2.75
2020-09-10,18.9,8.1,13.9,4.5,83.25,757.7,739.5375,3.0
2020-09-11,15.1,7.4,11.05,3.0,78.375,761.4,742.925,2.25
2020-09-12,18.3,4.9,11.012500000000001,0.0,77.125,768.5625,749.8875,1.375
2020-09-13,21.1,5.0,13.4125,4.0,72.25,765.6125,747.2,2.125
2020-09-14,17.6,9.2,12.8375,9.6,85.75,763.575,745.1875,2.125
2020-09-15,18.5,9.9,13.4,3.0,86.5,764.575,746.2125,2.375
2020-09-16,17.4,5.0,11.2375,0.0,74.0,767.3875,748.75,1.25
2020-09-17,25.4,7.6,17.1,2.0,66.875,758.6875,740.6625,4.0
2020-09-18,13.1,8.3,9.775,14.0,82.375,754.875,736.5,3.375
2020-09-19,13.2,6.0,8.75,0.0,82.25,759.675,741.1,2.5
2020-09-20,13.4,4.8,8.4375,0.0,77.5,762.9375,744.2625,2.375
2020-09-21,15.8,3.1,9.0375,0.0,78.125,764.575,745.875,2.625
2020-09-22,19.7,8.1,13.1875,0.0,77.75,763.05,744.675,2.75
2020-09-23,23.3,6.3,13.95,0.0,79.25,763.3625,745.0375,1.125
2020-09-24,23.9,6.7,14.275,0.0,74.625,764.25,745.8875,0.5
2020-09-25,23.2,5.9,13.7625,0.0,69.125,764.5625,746.175,1.375
2020-09-26,22.1,9.3,15.5875,0.0,54.875,765.05,746.7625,1.875
2020-09-27,18.9,11.1,14.825,0.0,41.5,767.85,749.4375,2.75
2020-09-28,13.1,10.9,12.0125,4.0,56.875,769.15,750.6125,2.625
2020-09-29,18.8,9.0,13.637500000000001,0.0,48.625,768.7625,750.45,2.125
2020-09-30,21.0,8.5,14.125,0.0,39.25,766.825,748.5500000000001,2.625
2020-10-01,19.0,9.3,14.4625,0.0,42.5,768.025,749.7875,2.125
2020-10-02,19.2,9.0,14.3,0.0,49.625,769.5375,751.3125,3.25
2020-10-03,19.7,8.1,13.675,0.0,54.25,771.075,752.95,2.375
2020-10-04,21.1,7.5,13.6375,0.0,46.625,772.1,753.7375,1.375
2020-10-05,20.2,5.6,13.025,0.0,52.75,773.2375,754.7375,1.625
2020-10-06,21.0,8.0,14.6,0.0,47.5,769.4875,751.5125,2.0
2020-10-07,19.4,8.8,13.85,0.0,44.5,767.0375,748.7625,2.375
2020-10-08,19.8,12.3,15.7625,0.0,34.875,768.375,750.2375,2.875
2020-10-09,17.0,8.6,12.7625,0.0,38.125,768.425,750.1125,3.0
2020-10-10,16.5,7.6,11.95,0.0,49.875,768.0,749.35,1.5
2020-10-11,13.5,5.5,9.4875,0.0,64.5,766.0,747.5125,1.375
2020-10-12,14.6,9.4,12.275,4.8,83.125,763.3875,745.15,1.125
2020-10-13,16.8,12.3,13.9875,0.0,85.625,764.1625,746.025,1.125
2020-10-14,19.1,9.6,14.350000000000001,0.0,79.125,761.8625,743.7875,0.75
2020-10-15,16.4,10.1,13.0,4.0,70.125,760.4375,742.325,2.5
2020-10-16,9.0,8.6,8.775,16.0,82.375,759.3875,741.0375,1.625
2020-10-17,7.4,-0.3,3.925,0.3,75.75,764.7125,745.8,2.25
2020-10-18,10.2,3.2,6.0875,16.0,88.25,758.0625,735.3375,5.375
2020-10-19,9.5,1.7,4.5375,0.6,76.75,759.1625,740.4875,4.0
2020-10-20,5.9,0.3,2.2125,2.0,86.875,762.075,743.2,3.375
2020-10-21,2.4,-0.7,1.175,3.0,93.375,767.2625,748.15,2.375
2020-10-22,7.6,1.8,5.325,1.0,88.125,763.0625,744.3625,1.625
2020-10-23,16.4,6.4,12.025,0.4,78.875,756.2,738.1125,3.75
2020-10-24,14.0,8.0,10.55,2.0,80.25,756.8875,738.7125,2.125
2020-10-25,11.6,7.5,9.0125,13.0,86.875,759.875,741.5,2.125
2020-10-26,11.6,7.1,8.975,0.0,79.375,766.875,748.85,1.0
2020-10-27,12.0,5.1,8.625,0.0,78.875,770.475,751.825,1.625
2020-10-28,10.3,2.1,5.6625,0.0,80.5,769.4375,750.6,2.125
2020-10-29,9.4,0.6,4.8,0.0,83.125,767.5875,748.7875,1.0
2020-10-30,7.2,1.5,4.5625,0.0,84.375,763.1375,744.425,0.875
2020-10-31,8.6,4.0,6.5,0.0,83.25,763.7625,745.1125,2.5
2020-11-01,6.0,3.8,5.3,25.0,87.125,764.9875,746.2625,5.25
2020-11-02,8.0,4.6,6.525,6.5,96.875,765.425,746.8125,1.75
2020-11-03,8.0,5.2,6.6125,0.6,97.0,768.2375,749.5375,1.5
2020-11-04,9.3,6.3,7.800000000000001,0.0,90.875,771.8625,753.1375,1.75
2020-11-05,7.0,6.0,6.3125,6.0,90.75,767.75,749.025,2.75
2020-11-06,9.5,3.8,5.55,4.0,86.5,759.2125,740.6,4.125
2020-11-07,10.5,2.6,5.7,0.0,82.5,761.8375,743.2125,3.375
2020-11-08,9.2,3.0,7.050000000000001,2.2,92.5,761.7375,743.225,2.875
2020-11-09,5.2,-1.4,2.0999999999999996,0.0,79.5,767.975,748.9375,2.875
2020-11-10,4.1,-0.3,1.9,0.0,74.375,769.2625,750.1625,4.375
2020-11-11,1.2,-2.8,-0.45,0.0,84.625,773.1625,753.8375,2.0
2020-11-12,2.7,-4.4,-1.2375,0.0,85.125,774.5875,755.1875,1.25
2020-11-13,1.4,-2.3,-0.16249999999999998,0.0,90.25,774.5625,755.1625,1.125
2020-11-14,-0.2,-0.8,-0.575,0.0,85.5,772.35,752.9875,1.375
2020-11-15,0.0,-1.8,-1.0,2.4,88.125,772.3125,752.95,1.625
2020-11-16,-3.0,-3.2,-2.9875,0.0,78.875,776.25,756.6625,2.625
2020-11-17,-4.3,-8.7,-6.414285714285714,0.0,69.28571428571429,778.6625,759.9125,1.5
2020-11-18,-2.4,-6.0,-4.0375,0.0,69.875,779.25,759.4250000000001,3.75
2020-11-19,-0.7,-3.2,-1.875,4.3,88.625,772.575,753.125,4.875
2020-11-20,-0.5,-1.8,-1.45,0.0,82.875,767.375,748.1,4.5
2020-11-21,-1.0,-2.0,-1.4,1.5,88.875,771.4625,752.075,1.75
2020-11-22,-1.5,-2.2,-1.8625,1.1,83.875,768.6875,749.325,2.875
2020-11-23,2.2,-2.4,-0.08750000000000002,11.0,91.25,759.5625,740.6125,3.125
2020-11-24,3.0,1.5,2.15,3.7,93.25,757.9625,739.2,2.25
2020-11-25,1.6,0.0,0.8125,6.0,93.375,761.35,742.4,1.625
2020-11-26,1.0,-3.0,-0.675,3.0,88.125,765.0375,745.8625,1.875
2020-11-27,2.0,0.2,1.5125,0.7999999999999999,87.0,759.4125,740.5625,2.75
2020-11-28,3.0,0.5,1.7125000000000001,0.1,89.375,765.0625,746.0625,1.375
2020-11-29,3.5,1.5,2.3625,6.3,88.625,769.3875,750.325,3.5
2020-11-30,1.1,0.8,1.4249999999999998,1.3,89.125,771.8375,752.6625,3.75
2020-12-01,-1.2,-2.0,-1.7249999999999999,0.0,79.5,773.9875,754.5375,2.375
2020-12-02,-4.0,-6.8,-5.2375,0.0,74.625,777.25,757.45,2.0
2020-12-03,-5.3,-8.2,-6.75,0.9,77.875,776.0375,756.1625,2.75
2020-12-04,-4.5,-5.9,-5.0874999999999995,5.0,76.375,776.25,756.475,2.5
2020-12-05,-4.0,-9.6,-6.6375,0.0,64.5,779.75,759.7625,2.25
2020-12-06,-4.0,-12.0,-8.4,0.0,67.0,783.275,763.0375,1.25
2020-12-07,-5.5,-12.7,-9.375,0.0,76.25,784.175,763.85,1.375
2020-12-08,-3.0,-11.4,-8.1375,0.0,68.375,782.075,761.9125,1.75
2020-12-09,-2.7,-9.9,-7.3,0.0,67.5,780.5625,760.425,2.0
2020-12-10,-4.9,-12.9,-8.3875,0.0,70.75,778.1625,758.1125,2.25
2020-12-11,-4.3,-10.0,-7.6125,0.0,68.125,775.7875,755.825,2.125
2020-12-12,-6.6,-12.6,-9.9,0.0,78.25,773.6875,753.625,1.625
2020-12-13,-4.8,-6.6,-4.875,1.8,82.875,771.35,751.7,3.25
2020-12-14,-5.4,-6.5,-5.625,0.0,88.625,769.35,749.7125,2.5
2020-12-15,-2.8,-5.7,-4.1125,12.0,90.25,766.3875,746.9625,1.125
2020-12-16,-2.6,-5.0,-3.4,0.0,91.875,768.9625,749.4625,1.75
2020-12-17,1.2,-2.8,-0.5499999999999999,2.3,93.5,766.45,747.2375,3.125
2020-12-18,0.2,-0.6,0.0875,1.0,89.875,769.4,750.2,0.875
2020-12-19,-0.6,-1.8,-1.3875,7.0,89.125,770.4125,751.0625,1.625
2020-12-20,-1.0,-4.0,-2.5,0.3,89.375,773.5875,754.0875,1.375
2020-12-21,-2.5,-3.2,-2.575,0.0,86.5,776.4,756.825,2.625
2020-12-22,-2.9,-5.5,-4.075,0.8,88.125,774.85,755.175,3.0
2020-12-23,-5.6,-7.4,-6.4625,0.0,81.0,769.5125,749.8125,3.375
2020-12-24,-3.6,-10.0,-6.0375,0.6,81.25,765.5375,745.975,3.125
2020-12-25,-5.0,-5.1,-4.4625,21.5,82.125,758.125,738.8625,4.375
2020-12-26,0.2,-5.0,-1.9000000000000001,0.6,83.0,756.575,737.5,2.75
2020-12-27,-2.0,-3.0,-2.8375,1.0,76.375,764.35,745.0,2.875
2020-12-28,-4.4,-14.6,-9.45,0.0,81.25,773.9375,753.95,0.875
2020-12-29,-4.0,-12.0,-7.0625,0.0,84.875,770.1875,750.425,4.0
2020-12-30,-2.0,-5.1,-2.5375,2.0,93.875,767.0625,747.725,2.625
2020-12-31,0.8,-2.7,-1.3125,1.4,93.875,765.325,746.1,2.875
2021-01-01,0.5,-2.5,-0.5625,3.8,95.125,763.775,744.625,2.625
2021-01-02,1.0,-1.0,0.175,7.0,92.625,763.4625,744.4,2.875
2021-01-03,0.8,-0.4,0.25,0.0,84.75,771.6875,752.4125,2.875
2021-01-04,-1.0,-2.8,-1.9749999999999999,0.0,92.375,772.325,752.925,3.0
2021-01-05,-1.4,-2.4,-1.9,0.0,89.25,771.55,752.1375,1.875
2021-01-06,-3.5,-3.7,-4.0375,0.8,80.0,768.425,748.9,1.25
2021-01-07,-2.8,-5.0,-3.9875,2.2,89.875,765.2375,745.85,1.5
2021-01-08,-0.4,-3.5,-1.125,2.8,94.25,758.3125,739.175,2.75
2021-01-09,-3.3,-3.3,-3.3,5.4,90.5,758.4375,739.25,1.75
2021-01-10,-5.8,-6.6,-6.2625,8.4,82.125,760.5,741.0,1.625
2021-01-11,-6.7,-8.6,-7.6375,1.2,85.625,765.425,745.7625,1.0
2021-01-12,-6.5,-12.7,-8.5,2.4,86.375,766.0375,746.3,0.875
2021-01-13,-10.5,-7.2,-7.9125,2.4,79.25,763.6125,743.925,2.75
2021-01-14,-10.0,-11.6,-11.0375,17.8,78.25,753.6875,734.0875,3.25
2021-01-15,-9.7,-17.0,-12.9,0.3,82.5,757.2625,737.3625,0.875
2021-01-16,-12.0,-13.5,-12.6125,11.3,79.75,754.7375,735.0,2.5
2021-01-17,-16.0,-16.3,-16.2125,7.6,72.625,759.875,739.675,1.875
2021-01-18,-17.8,-24.4,-20.325,0.0,74.875,764.8,744.15,0.25
2021-01-19,-12.5,-17.8,-16.0875,5.7,77.0,763.5875,743.3375,0.5
2021-01-20,-9.8,-18.0,-13.5375,1.4,83.125,765.3875,745.2625,2.125
2021-01-21,-7.5,-18.1,-12.962499999999999,10.0,82.25,764.0375,743.975,2.375
2021-01-22,-1.0,-8.1,-2.7249999999999996,1.4,93.625,759.6875,740.55,2.125
2021-01-23,1.9,-1.2,0.875,1.0,92.875,759.025,740.1375,2.25
2021-01-24,2.2,0.8,1.6,0.0,95.25,757.975,741.4625,2.125
2021-01-25,0.6,0.6,1.4,0.0,80.75,760.3,741.3875,2.875
2021-01-26,1.6,-0.2,0.9875,4.0,84.0,756.325,737.525,4.125
2021-01-27,0.8,0.6,0.65,0.0,73.5,755.3,736.4625,3.625
2021-01-28,1.4,-1.0,0.075,10.0,92.625,753.2625,734.4375,2.125
2021-01-29,0.8,0.4,0.09999999999999999,6.5,82.375,747.3875,728.7,3.5
2021-01-30,-3.0,-4.4,-3.3375000000000004,4.4,73.5,747.3375,728.4,3.875
2021-01-31,-3.3,-4.6,-3.95,19.0,85.75,746.8625,727.9125,2.625
2021-02-01,-2.7,,-5.16,0.0,75.0,760.5875,738.9125,1.375
2021-02-02,-10.4,-18.0,-14.0,0.0,89.375,763.4625,743.325,0.25
2021-02-03,-1.8,-14.7,-8.9625,0.4,91.25,760.25,740.5625,1.25
2021-02-04,0.6,-1.8,-0.3125,10.6,91.875,752.8125,733.975,2.25
2021-02-05,-7.2,-7.2,-7.6000000000000005,12.5,78.5,753.95,734.5375,3.75
2021-02-06,-13.5,-16.8,-14.8375,1.0,75.75,758.3375,738.2375,2.75
2021-02-07,-11.7,-20.9,-16.5,0.3,73.375,761.6,741.0375,2.5
2021-02-08,-10.0,-19.2,-15.4375,0.3,78.125,766.5,746.225,1.25
2021-02-09,-14.2,-22.7,-16.8875,9.0,82.625,765.5125,745.05,2.5
2021-02-10,-13.0,-18.0,-14.7875,5.5,79.375,761.5875,741.45,1.625
2021-02-11,-9.5,-14.5,-12.4,0.0,77.125,762.7625,742.8,2.0
2021-02-12,-11.7,-13.4,-12.85,31.0,81.25,758.25,738.375,5.125
2021-02-13,-11.0,-13.1,-13.2875,15.0,75.0,752.975,733.1750000000001,3.625
2021-02-14,-13.3,-21.0,-16.8875,2.6,77.0,757.8625,737.6625,1.75
2021-02-15,-11.5,-20.0,-16.1125,0.0,70.0,767.9,747.4625,1.375
2021-02-16,-11.6,-28.4,-19.5875,0.0,72.625,769.975,749.1875,2.0
2021-02-17,-8.0,-15.0,-11.7125,2.5,77.625,762.625,742.7,2.25
2021-02-18,-10.2,-13.3,-12.775,0.4,76.375,765.7875,745.6875,1.5
2021-02-19,-11.4,-21.5,-16.2375,0.0,71.875,769.3125,748.8375,2.25
2021-02-20,-6.4,-13.6,-10.025,0.0,62.875,770.1,750.125,1.25
2021-02-21,-4.2,-14.8,-9.4125,5.0,83.75,766.9875,747.0875,1.0
2021-02-22,-10.1,-10.4,-8.7125,2.9,81.125,769.0875,749.2375,2.75
2021-02-23,-17.6,-24.1,-20.3625,0.0,61.125,782.675,761.525,1.875
2021-02-24,-13.6,-19.6,-16.7125,4.0,67.0,778.95,758.2125,2.125
2021-02-25,,-14.2,-4.0625,3.6,94.625,765.0125,745.625,2.875
2021-02-26,5.8,2.0,4.0875,0.0,89.0,757.2625,738.6375,3.375
2021-02-27,3.5,2.0,2.725,0.0,70.5,755.425,736.7375,3.25
2021-02-28,2.9,-0.2,0.8500000000000001,4.0,79.875,761.5125,742.5625,1.5
2021-03-01,2.5,-2.8,-0.06249999999999992,0.0,78.5,767.275,748.075,1.625
2021-03-02,4.0,0.8,2.1,0.0,81.875,759.0625,740.25,3.25
2021-03-03,3.4,-2.0,0.6375,0.0,63.75,761.125,742.1625,3.25
2021-03-04,3.6,0.9,1.15,0.6,70.875,753.325,734.5875,3.875
2021-03-05,0.4,-6.0,-2.775,1.8,75.625,756.0125,736.9125,2.0
2021-03-06,-2.6,-9.0,-5.95,0.0,76.375,762.3625,742.9,2.0
2021-03-07,-1.2,-9.7,-6.012499999999999,3.0,84.125,753.3625000000001,734.0625,4.0
2021-03-08,-2.7,-6.2,-4.9875,6.6,69.5,751.475,732.3125,3.375
2021-03-09,-6.9,-12.0,-9.375,0.0,68.875,761.3625,741.625,2.0
2021-03-10,-12.0,-20.0,-15.8375,0.0,65.625,769.725,749.3,1.625
2021-03-11,-7.7,-24.4,-15.85,0.0,61.5,773.6125,753.0625,1.125
2021-03-12,-7.3,-17.2,-11.375,0.0,59.625,768.1,748.0375,2.75
2021-03-13,-2.4,-7.9,-4.8875,6.5,83.0,761.6875,742.3,4.0
2021-03-14,3.0,-2.4,0.4125,1.6,89.125,759.1375,740.2,3.75
2021-03-15,2.4,2.3,2.05,4.0,85.25,758.4875,739.7125,4.125
2021-03-16,2.2,0.1,1.3125,6.0,86.25,761.5375,742.65,2.25
2021-03-17,0.0,-1.4,-0.425,0.3,77.0,759.525,740.525,2.125
2021-03-18,1.4,-2.2,-0.525,0.3,82.625,756.85,737.875,1.875
2021-03-19,0.5,-1.3,-0.3125,3.3,84.375,758.9375,739.925,2.0
2021-03-20,2.4,-4.0,-1.7125000000000001,0.0,66.25,761.7375,742.65,1.125
2021-03-21,1.8,-6.1,-1.9249999999999998,0.0,65.0,755.025,735.9625,3.75
2021-03-22,2.4,-2.4,-0.5125,1.6,77.625,751.8375,732.9875,3.375
2021-03-23,1.7,-2.8,-0.85,1.4,74.0,757.0,738.0125,2.5
2021-03-24,3.5,-6.5,-1.3875,0.0,59.75,764.55,745.325,1.5
2021-03-25,9.3,-8.4,-0.0625,0.0,65.75,763.65,744.5125,0.75
2021-03-26,8.0,-4.0,2.5625,0.0,71.875,762.8875,744.0375,1.5
2021-03-27,7.7,0.6,4.25,0.0,72.5,765.2625,746.425,1.5
2021-03-28,9.0,-4.1,2.8125,0.0,67.625,769.625,750.575,0.75
2021-03-29,6.5,-1.6,2.5375,0.0,62.625,773.9,754.725,1.375
2021-03-30,6.2,-5.6,1.05,0.0,72.0,775.375,756.075,2.625
2021-03-31,3.1,1.0,2.2125,12.0,90.25,766.5125,747.4375,4.125
2021-04-01,9.0,2.7,5.65,1.0,94.75,759.475,740.8125,3.0
2021-04-02,4.7,2.6,2.9625,9.6,93.875,753.85,735.2125,1.625
2021-04-03,7.0,-4.2,1.6375,0.0,80.25,755.875,737.0875,1.625
2021-04-04,7.9,-3.2,2.0,0.6,73.375,758.2375,739.4125,1.75
2021-04-05,6.4,-2.8,1.8625,0.0,67.25,756.3625,737.3875,2.75
2021-04-06,10.2,-2.5,5.2,0.0,55.875,753.625,734.9375,3.375
2021-04-07,9.2,5.5,5.9,2.0,75.5,752.25,733.7624999999999,2.5
2021-04-08,5.9,0.6,3.15,7.4,80.25,751.35,732.775,4.0
2021-04-09,9.1,-0.4,4.2250000000000005,0.0,64.375,765.45,746.6125,1.875
2021-04-10,11.5,-3.5,4.8,0.0,56.625,769.875,750.95,1.625
2021-04-11,15.8,-1.8,7.8375,0.0,54.0,771.3875,752.7625,1.25
2021-04-12,15.6,4.4,9.65,0.0,60.0,771.8375,753.2125,2.625
2021-04-13,22.4,10.6,16.0,0.0,50.25,767.475,749.3874999999999,3.0
2021-04-14,21.6,9.6,15.7625,0.0,46.125,764.3875,745.9,2.0
2021-04-15,21.8,8.6,15.55,0.0,47.0,760.225,742.2625,2.25
2021-04-16,21.0,10.0,14.05,7.0,64.0,762.0,743.9125,2.625
2021-04-17,19.0,6.9,11.5875,10.0,70.875,763.4375,745.1375,1.875
2021-04-18,11.0,6.5,8.2875,7.0,84.0,764.25,745.725,1.375
2021-04-19,7.4,5.9,6.3625,22.0,92.0,766.1625,746.5875,3.375
2021-04-20,5.5,4.6,4.275,4.5,80.875,763.4,744.575,3.75
2021-04-21,7.3,1.2,3.7125,3.0,86.625,755.7875,737.15,2.25
2021-04-22,17.0,2.9,9.35,4.0,68.875,761.425,743.0375,3.0
2021-04-23,16.0,8.3,11.2625,16.0,73.125,760.95,742.7125,3.625
2021-04-24,6.9,1.2,4.2625,38.0,92.875,756.35,737.7875,2.625
2021-04-25,6.0,-0.2,2.7125,2.0,72.125,758.0875,739.325,3.875
2021-04-26,10.0,-1.7,3.4875000000000003,3.0,66.75,760.4,741.6375,2.375
2021-04-27,5.0,0.0,2.1625,46.4,88.375,756.8125,738.0125,3.25
2021-04-28,10.0,-0.7,4.4624999999999995,0.0,74.25,760.8125,742.1125,2.625
2021-04-29,13.5,4.8,8.5875,0.0,57.75,764.3875,745.8375,2.125
2021-04-30,18.5,6.8,12.15,0.0,50.75,759.2,741.025,4.25
2021-05-01,11.8,8.2,9.95,10.0,75.625,758.05,739.825,2.75
2021-05-02,10.5,3.0,7.15,4.0,80.375,762.3625,743.8375,0.5
2021-05-03,21.0,8.5,13.1875,27.0,81.125,752.2625,734.3625,3.25
2021-05-04,8.2,5.4,6.8125,2.0,70.625,752.45,734.1,5.125
2021-05-05,17.0,3.7,10.45,0.0,49.5,756.5,738.2625,3.75
2021-05-06,18.0,11.8,13.875,0.9,50.75,755.7375,737.6375,5.0
2021-05-07,18.0,6.2,11.525,1.3,60.75,758.85,740.65,2.5
2021-05-08,10.0,8.0,9.3,55.0,81.375,755.775,737.5125,3.125
2021-05-09,8.0,3.5,6.6,14.0,86.0,758.0875,739.625,2.875
2021-05-10,17.0,3.6,10.3625,0.0,47.875,767.5375,749.0625,3.375
2021-05-11,22.0,8.5,15.2875,0.0,48.375,767.625,749.4375,3.5
2021-05-12,13.5,7.4,11.2125,17.0,83.25,766.9,748.5125,1.375
2021-05-13,15.5,6.5,11.2375,8.0,78.875,763.0875,744.7875,2.375
2021-05-14,21.8,6.7,14.1625,12.0,76.5,761.0,742.9875,1.5
2021-05-15,23.0,13.1,18.05,0.0,70.125,756.65,738.9625,2.625
2021-05-16,26.5,10.4,18.55,0.0,60.125,759.2375,741.4875,1.75
2021-05-17,31.0,14.0,22.3375,0.0,48.0,757.375,739.9125,2.625
2021-05-18,31.4,17.0,24.1,0.0,35.5,754.075,736.775,2.625
2021-05-19,22.4,13.0,18.5375,12.0,61.875,753.475,735.9,2.75
2021-05-20,18.0,12.0,14.7625,6.0,80.125,752.8625,735.0625,2.25
2021-05-21,16.7,10.5,13.05,0.2,75.0,755.2375,737.275,3.125
2021-05-22,20.6,5.6,14.6,0.0,57.5,761.225,743.2,1.75
2021-05-23,22.4,8.0,15.399999999999999,0.0,58.375,760.3125,742.3375,2.0
2021-05-24,21.5,8.4,14.5125,0.0,63.625,763.2125,745.15,1.75
2021-05-25,21.8,10.0,16.325,0.0,56.125,766.55,748.4375,1.125
2021-05-26,25.1,8.4,17.8875,0.0,54.75,765.5375,747.3375,1.5
2021-05-27,23.2,15.5,18.7375,18.0,66.75,763.275,745.275,1.5
2021-05-28,24.3,13.5,17.4125,22.3,84.375,760.725,742.7,1.875
2021-05-29,25.4,12.2,16.4,2.0,85.0,756.35,738.375,1.5
2021-05-30,9.4,8.1,9.3375,15.5,86.75,760.1875,741.65,3.375
2021-05-31,11.7,6.2,8.6,7.0,75.625,764.1625,745.425,2.0
2021-06-01,15.8,2.8,9.6875,0.0,69.0,764.9,746.225,1.625
2021-06-02,19.8,6.3,14.075,0.0,49.625,765.85,747.4375,3.0
2021-06-03,19.9,9.1,15.2875,0.0,46.625,766.525,748.2,3.375
2021-06-04,21.7,10.1,16.3,0.0,49.25,766.1,747.825,3.5
2021-06-05,20.2,12.0,15.875,0.0,56.375,762.65,744.425,2.5
2021-06-06,21.4,14.1,16.5375,3.0,75.0,759.4125,741.325,3.125
2021-06-07,23.0,13.3,15.6875,14.4,87.75,758.6125,740.525,2.25
2021-06-08,24.1,11.2,17.8875,9.0,76.0,758.1375,740.2,1.125
2021-06-09,21.7,13.6,16.875,32.0,86.375,757.525,739.575,2.0
2021-06-10,17.9,14.8,15.6125,8.1,90.875,757.8,739.75,2.25
2021-06-11,18.5,14.1,15.725,0.0,88.75,758.5375,740.475,1.625
2021-06-12,22.9,13.7,17.2875,0.0,81.125,757.325,739.3625,0.875
2021-06-13,25.3,15.2,20.05,0.0,71.125,755.5875,737.85,1.0
2021-06-14,26.8,13.7,20.95,0.0,66.75,760.1125000000001,742.3125,1.25
2021-06-15,29.0,14.2,22.0375,5.0,69.125,759.7125,742.0375,0.625
2021-06-16,25.2,15.4,20.925,5.0,66.125,759.225,741.4875,1.875
2021-06-17,24.3,11.4,19.2,0.0,54.0,766.5625,748.4875,1.75
2021-06-18,25.3,13.1,19.8,0.0,53.5,769.9625,751.8625,1.875
2021-06-19,27.8,11.5,20.725,0.0,60.875,769.425,751.4,1.0
2021-06-20,,13.7,22.0125,0.0,64.375,767.1625,749.2875,1.125
2021-06-21,30.3,14.9,23.45,0.0,59.625,765.525,747.7375,1.125
2021-06-22,32.9,17.5,26.125,0.0,53.25,765.4,747.8125,1.125
2021-06-23,32.9,17.2,26.0125,0.0,58.25,765.625,748.05,0.75
2021-06-24,33.3,18.4,27.0625,0.0,59.25,764.8375,747.3375,0.125
2021-06-25,33.7,19.4,26.9375,0.0,61.375,762.55,745.1,0.25
2021-06-26,32.0,18.2,25.0125,0.4,65.125,760.275,742.7625,0.875
